4005169627 0
4005171058 0
4005171575 0
4005173436 0
4005174912 0
4005177373 0
4005178849 0
4005182339 0
4005182483 24
4005186152 0
4005187701 0
4005193328 0
4005194649 0
4005194841 0
4005196215 0
4005197128 0
4005197217 0
4005197736 0
4005198390 0
4005199040 0
4005199689 0
4005200349 0
4005200961 0
4005201230 0
4005201514 0
4005202155 0
4005203276 0
4005204040 0
4005206900 0
4005211190 0
4005214050 0
4005216910 0
4005219770 0
4005222630 0
4005225490 0
4005229780 0
4005234070 0
4005236930 0
4005242650 0
4005246940 0
4005252660 0
4005255520 0
4005259810 0
4005260501 0
4005263361 0
4005263914 0
4005264167 0
4005264440 0
4005264813 0
4005265094 0
4005265361 0
4005265626 0
4005267049 0
4005267423 0
4005267518 0
4005267946 0
4005268247 0
4005268491 0
4005268661 0
4005268875 0
4005269028 0
4005269872 0
4005270409 0
4005270645 0
